"Ano";"Órgão Superior";"Órgão";"Unidade Gestora";"Categoria";"Origem";"Espécie";"Detalhamento";"Orçamento Atualizado (Valor Previsto)";"Receita Realizada (Valor Arrecadado)";"% Previsto/Realizado";"Valor Lançado";
"2025";"26000 - Ministério da Educação";"26428 - Instituto Federal de Educação, Ciência e Tecnologia de Brasília";"158143 - IFB - REITORIA - BRASILIA-DF";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110202 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-MUL.JUR";"0,00";"5,45";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"154042 - UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"153165 - UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"27.416,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná";"153019 - UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL";"0,00";"4.824,07";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"154041 - FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";"0,00%";"0,00";
"2025";"52000 - Ministério da Defesa";"52904 - Fundo do Exército";"167086 - FUNDO DO EXERCITO";"1 - Receitas Correntes";"15 - Receita Industrial";"151 - Receita da indústria extrativa mineral";"15110101 - RECEITA INDUSTRIAL-PRINCIPAL";"0,00";"3,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26412 - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"158137 - INST.FED.DE EDUC.CIENCIA TEC DO SUL DE MINAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19219901 - OUTRAS INDENIZACOES-PRINCIPAL";"0,00";"25.987,89";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL";"136.867.186,00";"0,00";"0,00%";"0,00";
"2025";"42000 - Ministério da Cultura";"34902 - Fundo Nacional de Cultura";"340002 - COORDENACAO-GERAL DE PROG. ORC.E FINANCEIRA";"1 - Receitas Correntes";"13 - Receita Patrimonial";"133 - Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização ou Licença";"13330501 - CESS.DIR.EXPLR.SATELITE.BRASILEIRO/PRC";"63.471,00";"0,00";"0,00%";"0,00";
"2025";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13410311 - ROYAL.EXCED.PROD.PETRO.TERRA(QQ SIT.)-PRINC.";"98.090.248,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"158009 - INST. FED. DO PARANA/REITORIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL";"0,00";"0,59";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas";"153028 - UNIVERSIDADE FEDERAL DE ALFENAS";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110202 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-MUL.JUR";"0,00";"10,78";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26279 - Fundação Universidade Federal do Piauí";"154048 - FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"0,00";"3.043,47";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26352 - Fundação Universidade Federal do ABC";"154503 - FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"2 - Receitas de Capital";"24 - Transferências de Capital";"249 - DEMAIS TRANSFERENCIAS DE CAPITAL";"24910101 - TRANSF.PES.FISICAS PARA ORG.ENT.UNIAO-PRINC.";"708.173,00";"0,00";"0,00%";"0,00";
"2025";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"193 - Bens, Direitos e Valores Incorporados ao Patrimônio Público";"19310901 - REC.PIS/PASEP NAO RECL.SUP.20 ANOS-PRINC.";"0,00";"264.026,35";"0,00%";"0,00";
"2025";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"194 - MULTAS E JUROS DE MORA DAS REC.DE CAPITAL";"19440302 - MUL.JUR.MORA AMORT.EMPREST.-EST.E MUN-MUL.JUR";"0,00";"256,83";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130202 - IRPJ-LIQUIDA DE INCENTIVOS-MULTAS E JUROS";"37.781.707,00";"0,00";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130331 - IRRF-REMESSA AO EXTERIOR-PRINCIPAL";"1.562.153.228,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26276 - Fundação Universidade Federal do Mato Grosso";"154045 - FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110902 - MULTAS E JUROS PREVISTOS EM CONTRATOS-MUL.JUR";"0,00";"5.813,04";"0,00%";"0,00";
"2025";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"193034 - INSTITUTO BRASILEIRO DO MEIO AMBIENTE/MATRIZ";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210404 - TX.CONTROLE E FISC.AMBIENTAL-DIV.AT.-MUL.JUR.";"0,00";"1.040,78";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"156678 - UNIVERSIDADE FEDERAL DE JATAI";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"0,00";"21,51";"0,00%";"0,00";
"2025";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"366003 - GRUPO HOSPITALAR CONCEICAO S.A";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"153061 - UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL";"0,00";"6.281,52";"0,00%";"0,00";
"2025";"41000 - Ministério das Comunicações";"41232 - Fundo de Universalização dos Serviços de Telecomunicações";"413047 - FUNDO DE UNIVERS.DOS SERV.TELECOMUNICACOES";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110501 - SERVS.TECNICOS.APROV.LAUDOS.TELCOM/PRC";"0,00";"100,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"153015 - CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG";"1 - Receitas Correntes";"13 - Receita Patrimonial";"135 - Exploração do patrimônio intangível";"13510201 - DIR.USO IMG.E REPROD.BENS ACERVO PATR.-PRINC.";"0,00";"10.730,54";"0,00%";"0,00";
"2025";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101 - COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"1 - Receitas Correntes";"14 - Receita Agropecuária";"141 - Receita da produção vegetal";"14110101 - RECEITA AGROPECUARIA-PRINCIPAL";"0,00";"3.712,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26281 - Fundação Universidade Federal de Sergipe";"154050 - FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE";"1 - Receitas Correntes";"17 - Transferências Correntes";"172 - Transferências dos Estados e do Distrito Federal e de suas Entidades";"17240101 - TRANSF.REC.ORG.UNIAO CONV.EST/DF/ENT.-PRINC.";"0,00";"147.000,00";"0,00%";"0,00";
"2025";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"193034 - INSTITUTO BRASILEIRO DO MEIO AMBIENTE/MATRIZ";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13440204 - COMPENS.FIN.EXPL.REC.MINERAIS-DIV.AT.-MUL.JUR";"0,00";"1,01";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26266 - Fundação Universidade Federal do Pampa";"154359 - FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110102 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.";"0,00";"7,20";"0,00%";"0,00";
"2025";"20000 - Presidência da República";"20101 - Presidência da República";"110005 - SECRETARIA DE ADMINISTRACAO-SET.ORC.E FIN./PR";"1 - Receitas Correntes";"15 - Receita Industrial";"151 - Receita da indústria extrativa mineral";"15110221 - COM.PETRO,GAS NAT.E OUTROS-AIP-PRINC.";"0,00";"1.677.427.995,51";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"153114 - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110202 - INSCR.EM CONCURSOS E PROC.SELETIVOS-MUL.JUR.";"0,00";"60,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"153038 - UNIVERSIDADE FEDERAL DA BAHIA";"1 - Receitas Correntes";"13 - Receita Patrimonial";"132 - Valores Mobiliários";"13210111 - REMUNERACAO DE DEP.BANCARIOS-GERAL-PRINC.";"0,00";"0,55";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11140121 - IPI-BEBIDAS";"60.146.686,00";"0,00";"0,00%";"0,00";
"2025";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"110407 - DEPARTAMENTO DE PLANEJ, ORC E FINANCAS (MD)";"2 - Receitas de Capital";"24 - Transferências de Capital";"244 - Transferências de Instituições Privadas";"24410101 - TRANSF.INST.PRIV.PARA ORGAOS ENT.UNIAO-PRINC.";"2.720.000,00";"0,00";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130343 - IRRF-OUTROS RENDIMENTOS-DIVIDA ATIVA";"1.353.138,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"158157 - INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";"0,00%";"0,00";
"2025";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"673001 - DIRETORIA DE FINANCAS DA MARINHA-FUNDO NAVAL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210102 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-MUL.JUR";"0,00";"265,81";"0,00%";"0,00";
"2025";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44204 - Fundo Nacional do Meio Ambiente";"443045 - SETORIAL ORCAMENTARIA E FINANCEIRA DO FNMA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"18.304.185,94";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"158153 - INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110102 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.";"0,00";"2,00";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"7 - Receitas Correntes - intra-orçamentárias";"71 - Impostos, Taxas e Contribuições de Melhoria";"711 - Impostos";"71130312 - IRRF-TRABALHO-MULTAS E JUROS-INTRA";"10.288,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26418 - Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco";"158136 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO";"1 - Receitas Correntes";"17 - Transferências Correntes";"171 - Transferências da União e de suas Entidades";"17179901 - OUTRAS TRANSF.CONV.UNIAO E SUAS ENTID.-PRINC.";"0,00";"77.328,96";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26423 - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe";"158134 - INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999922 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-MUL.JUR.";"0,00";"0,00";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"113802 - DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS/UO";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110211 - CONC,PERM,AUT,CES.DIR.USO IMV.PUB-GER-PRINC.";"0,00";"159.781,46";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130203 - IRPJ-LIQUIDA DE INCENTIVOS-DIVIDA ATIVA";"6.170.764,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26404 - Instituto Federal de Educação, Ciência e Tecnologia Baiano";"158129 - INST FED DE EDUC CIENC E TECNOLOGIA BAIANO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"0,00";"916,24";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"153115 - UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"544,00";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74918 - Fundo de Desenvolvimento do Nordeste";"533009 - FUNDO DE DESENVOLVIMENTO DO NORDESTE";"2 - Receitas de Capital";"21 - Operações de Crédito";"212 - Operações de crédito - mercado externo";"21220101 - OP.DE CREDITO CONTRATUAIS-MERC.EXTERNO-PRINC.";"1.026.000.000,00";"0,00";"0,00%";"0,00";
"2025";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110102 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-MUL.JUR";"0,00";"277,20";"0,00%";"0,00";
"2025";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"114601 - FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110102 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.";"0,00";"192,08";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"153032 - UNIVERSIDADE FEDERAL DE LAVRAS";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"0,00";"2,56";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"153061 - UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"1 - Receitas Correntes";"17 - Transferências Correntes";"172 - Transferências dos Estados e do Distrito Federal e de suas Entidades";"17240101 - TRANSF.REC.ORG.UNIAO CONV.EST/DF/ENT.-PRINC.";"0,00";"0,00";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130311 - IRRF-TRABALHO-PRINCIPAL";"1.205.436.928,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26274 - Fundação Universidade Federal de Uberlândia";"154043 - FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.";"0,00";"31.290,00";"0,00%";"0,00";
"2025";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"320002 - COORD.GERAL DE ORCAM.E FINANCAS/MME";"2 - Receitas de Capital";"21 - Operações de Crédito";"212 - Operações de crédito - mercado externo";"21220101 - OP.DE CREDITO CONTRATUAIS-MERC.EXTERNO-PRINC.";"6.500.000,00";"0,00";"0,00%";"0,00";
"2025";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"344001 - FUNDACAO CASA DE RUI BARBOSA";"1 - Receitas Correntes";"16 - Receita de Serviços";"169 - Outros serviços";"16999901 - OUTROS SERVICOS-PRINCIPAL";"0,00";"262,05";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130202 - IRPJ-LIQUIDA DE INCENTIVOS-MULTAS E JUROS";"37.781.707,00";"0,00";"0,00%";"0,00";
"2025";"36000 - Ministério da Saúde";"36212 - Agência Nacional de Vigilância Sanitária";"253002 - AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210102 - TAXAS INSPECAO,CONTROLE E FISCALIZ.-MUL.JUR.";"0,00";"1.353.126,59";"0,00%";"0,00";
"2025";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"168002 - INDUSTRIA DE MATERIAL BELICO DO BRASIL/GESTOR";"1 - Receitas Correntes";"13 - Receita Patrimonial";"139 - Demais receitas patrimoniais";"13999901 - OUTRAS RECEITAS PATRIMONIAIS-PRINCIPAL";"0,00";"47.750,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"153063 - UNIVERSIDADE FEDERAL DO PARA";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"798.010,00";"0,00";"0,00%";"0,00";
"2025";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130317 - IRRF-TRABALHO-MULTAS DA DIVIDA ATIVA";"544.054,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26278 - Fundação Universidade Federal de Pelotas";"154047 - FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS";"1 - Receitas Correntes";"14 - Receita Agropecuária";"141 - Receita da produção vegetal";"14110101 - RECEITA AGROPECUARIA-PRINCIPAL";"2.451,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"158718 - UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"3.360,00";"0,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"153978 - INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL";"0,00";"- 837,76";"0,00%";"0,00";
"2025";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"113209 - CNEN-ORCAMENTO E FINANCAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210301 - INDENIZACAO POR SINISTRO-PRINCIPAL";"0,00";"89.886,11";"0,00%";"0,00";
"2025";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"113209 - CNEN-ORCAMENTO E FINANCAS";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"384.705,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26411 - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais";"158123 - INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110102 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.";"0,00";"40,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26420 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"158127 - IFFAR - REITORIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.";"0,00";"891,00";"0,00%";"0,00";
"2025";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"254420 - FUNDACAO OSWALDO CRUZ";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19230201 - RESSARCIMENTO DE CUSTOS-PRINCIPAL";"0,00";"133,00";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26430 - Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco";"158149 - INST.FED.DE ED.,CIENC.E TEC.DO S.PERNAMBUCANO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239901 - OUTROS RESSARCIMENTOS-PRINCIPAL";"0,00";"95,00";"0,00%";"0,00";
"2025";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"413001 - AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12211002 - CONTRIB.P/FOMENTO RADIODIFUSAO PUBL.-MUL.JUR.";"0,00";"0,15";"0,00%";"0,00";
"2025";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"153063 - UNIVERSIDADE FEDERAL DO PARA";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110401 - SERVICOS DE INFORMACAO E TECNOLOGIA-PRINCIPAL";"0,00";"20,00";"0,00%";"0,00";
